"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"xmodmap";"1.0.5";"x86_64";"1";"/slackware64/x";"";"32 K";"80 K";" xmodmap xmodmap is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xmore";"1.0.2";"x86_64";"1";"/slackware64/x";"";"16 K";"60 K";" xmore xmore is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xorg-cf-files";"1.0.4";"noarch";"1";"/slackware64/x";"";"188 K";"1320 K";" xorg-cf-files xorg-cf-files is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xorg-docs";"1.6";"noarch";"1";"/slackware64/x";"";"256 K";"1800 K";" xorg-docs xorg-docs is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xorg-server";"1.9.5";"x86_64";"1";"/slackware64/x";"";"1884 K";"9070 K";" xorg-server (The Xorg server, the core of the X Window System) Xorg is a full featured X server that was originally designed for UNIX and UNIX-like operating systems running on Intel x86 hardware. It now runs on a wider range of hardware and OS platforms. This work was derived by the X.Org Foundation from the XFree86 Project's XFree86 4.4rc2 release. The XFree86 release was originally derived from X386 1.2 by Thomas Roell which was contributed to X11R5 by Snitily Graphics Consulting Service. The home page for the X project is: http://www.x.org"
"xorg-server-xephyr";"1.9.5";"x86_64";"1";"/slackware64/x";"";"740 K";"2070 K";" xorg-server-xephyr (Improved nested X server/client) Xephyr is a nested X-Client like Xnest, but with some additional features like XRender support. "
"xorg-server-xnest";"1.9.5";"x86_64";"1";"/slackware64/x";"";"572 K";"1650 K";" xorg-server-xnest (a nested X server) Xnest is an experimental nested server for X that acts as both a client and a server. Xnest is a client of the real server which manages windows and graphics requests on its behalf. Xnest is a server to its own clients. Xnest manages windows and graphics requests on their behalf. To these clients Xnest appears to be a conventional server."
"xorg-server-xvfb";"1.9.5";"x86_64";"1";"/slackware64/x";"";"660 K";"1860 K";" xorg-server-xvfb (virtual framebuffer X server) Xvfb is an X server that can run on machines with no display hardware and no physical input devices. It emulates a dumb framebuffer using virtual memory. The primary use of this server is intended to be server testing. The mfb or cfb code for any depth can be exercised with this server without the need for real hardware that supports the desired depths. A secondary use is testing clients against unusual depths and screen configurations."
"xorg-sgml-doctools";"1.7";"x86_64";"1";"/slackware64/x";"";"20 K";"150 K";" xorg-sgml-doctools xorg-sgml-doctools is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xpaint";"2.8.16";"x86_64";"1";"/slackware64/xap";"";"420 K";"1640 K";" xpaint (simple X paint program) XPaint is a versatile bitmap/pixmap editing tool with a feature set similar to MacPaint. The short features list: Brushes, Spray paint, Pencil, Lines, Arcs, Pattern Fill, Text, Boxes, Circles, Polygons. Works on multiple images simultaneously. Cut/Copy/Paste between all active images. Fatbits/Zoom on the image windows."
"xpdf";"3.02pl6";"x86_64";"3";"/slackware64/xap";"";"1460 K";"8690 K";" xpdf (PDF viewer for X) Xpdf is a viewer for Portable Document Format (PDF) files. xpdf was written by Derek B. Noonburg."
"xpr";"1.0.3";"x86_64";"1";"/slackware64/x";"";"36 K";"80 K";" xpr xpr is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xprop";"1.2.0";"x86_64";"1";"/slackware64/x";"";"36 K";"90 K";" xprop xprop is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xproto";"7.0.21";"noarch";"1";"/slackware64/x";"";"192 K";"2040 K";" xproto xproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xpyb";"1.2";"x86_64";"1";"/slackware64/x";"";"112 K";"1840 K";" xpyb xpyb is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xrandr";"1.3.4";"x86_64";"1";"/slackware64/x";"";"48 K";"130 K";" xrandr xrandr is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xrdb";"1.0.9";"x86_64";"1";"/slackware64/x";"";"24 K";"70 K";" xrdb xrdb is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xrefresh";"1.0.4";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xrefresh xrefresh is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xsane";"0.998";"x86_64";"1";"/slackware64/xap";"";"1600 K";"5210 K";" xsane (Graphical frontend to SANE, Scanner Access Now Easy) xsane provides a graphical user-interface to control an image acquisition device such as a flatbed scanner. It allows previewing and scanning individual images and can be invoked either directly from the command-line or through the GIMP image manipulation program. xsane accesses image acquisition devices through the SANE (Scanner Access Now Easy) interface. "
"xscope";"1.3";"x86_64";"1";"/slackware64/x";"";"104 K";"370 K";" xscope xscope is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xscreensaver";"5.12";"x86_64";"1";"/slackware64/xap";"";"3404 K";"19420 K";" xscreensaver (a screen saver and locker for X) A modular screen saver and locker for the X Window System. Highly customizable: allows the use of any program that can draw on the root window as a display mode. More than 100 display modes are included in this package."
"xset";"1.2.1";"x86_64";"1";"/slackware64/x";"";"32 K";"90 K";" xset xset is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xsetroot";"1.1.0";"x86_64";"1";"/slackware64/x";"";"20 K";"60 K";" xsetroot xsetroot is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xsm";"1.0.2";"x86_64";"1";"/slackware64/x";"";"56 K";"150 K";" xsm xsm is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xstdcmap";"1.0.2";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xstdcmap xstdcmap is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xterm";"267";"x86_64";"1";"/slackware64/x";"";"244 K";"640 K";" xterm (terminal emulator for X) The xterm program is a terminal emulator for the X Window System. It provides DEC VT102/VT220 (VTxxx) and Tektronix 4014 compatible terminals for programs that cannot use the window system directly."
"xtrans";"1.2.6";"noarch";"1";"/slackware64/x";"";"68 K";"380 K";" xtrans xtrans is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xv";"3.10a";"x86_64";"6";"/slackware64/xap";"";"924 K";"1630 K";" xv (John Bradley's interactive image viewer) xv is an interactive image manipulation program. NOTICE: This program is unregistered shareware. Please read the license information included."
"xvidtune";"1.0.2";"x86_64";"1";"/slackware64/x";"";"28 K";"90 K";" xvidtune xvidtune is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xvinfo";"1.1.1";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xvinfo xvinfo is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xwd";"1.0.4";"x86_64";"1";"/slackware64/x";"";"28 K";"70 K";" xwd xwd is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xwininfo";"1.1.1";"x86_64";"1";"/slackware64/x";"";"32 K";"100 K";" xwininfo xwininfo is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xwud";"1.0.3";"x86_64";"1";"/slackware64/x";"";"24 K";"70 K";" xwud xwud is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xxgdb";"1.12";"x86_64";"3";"/slackware64/xap";"";"56 K";"150 K";" xxgdb (graphical program debugger interface) Xxgdb is a graphical user interface to the gdb debugger under the X Window System. It provides visual feedback and mouse input for the user to control program execution through breakpoints, to examine and traverse the function call stack, and to display values of variables and data structures."
"xz";"5.0.2";"x86_64";"1";"/slackware64/a";"";"304 K";"930 K";" xz (compression utility based on the LZMA algorithm) LZMA is a general purporse compression algorithm designed by Igor Pavlov as part of 7-Zip. It provides high compression ratio while keeping the decompression speed fast. XZ Utils are an attempt to make LZMA compression easy to use on free (as in freedom) operating systems. The people most responsible for xz are Igor Pavlov, Ville Koskinen, and Lasse Collin. For more info: http://tukaani.org/xz/"
"yasm";"1.1.0";"x86_64";"1";"/slackware64/d";"";"524 K";"3770 K";" yasm (complete rewrite of the NASM assembler) Yasm is a complete rewrite of the NASM assembler under the 'new' BSD License (some portions are under other licenses, see COPYING for details). Yasm currently supports the x86 and AMD64 instruction sets, accepts NASM and GAS assembler syntaxes, outputs binary, ELF32, ELF64, 32 and 64-bit Mach-O, RDOFF2, COFF, Win32, and Win64 object formats, and generates source debugging information in STABS, DWARF 2, and CodeView 8 formats. yasm home: http://www.tortall.net/projects/yasm/"
"yptools";"2.12";"x86_64";"2";"/slackware64/n";"";"180 K";"830 K";" yptools (NIS servers and clients) NIS stands for Network Information Service. NIS is usually used to provide /etc/passwd and /etc/group information throughout the network. Most Sun-based networks run NIS, and Linux machines can take full advantage of existing NIS service or provide NIS service themselves."
"ytalk";"3.3.0";"x86_64";"2";"/slackware64/n";"";"56 K";"120 K";" ytalk (multi-user chat program) YTalk is a multi-user chat program. It works almost exactly like the UNIX talk program and even communicates with the same talk daemon, but YTalk allows for multiple connections."
